,tags,current amount,total_amount,currency used,current amount in dollars,total amount in dollars,percentage of completion,created,launch_date,country,donation_count,is_charity
262,"Medical, Illness & Healing",20000,20000,USD,20000.0,20000.0,100.0,Created 16 hours ago,2021-04-20,US,0,false
263,"Medical, Illness & Healing",2000,2000,USD,2000.0,2000.0,100.0,Created 1 day ago,2021-04-19,US,0,false
264,"Medical, Illness & Healing",30000,30000,EUR,35682.0,35682.0,100.0,"Created March 28, 2021",2021-03-28,US,0,false
265,"Medical, Illness & Healing",300,300,GBP,416.33996079529544,416.33996079529544,100.0,"Created March 20, 2021",2021-03-20,US,0,false
266,"Medical, Illness & Healing",4500,4500,USD,4500.0,4500.0,100.0,"Created August 20, 2020",2020-08-20,US,0,false
267,"Medical, Illness & Healing",4500,4500,EUR,5352.3,5352.3,100.0,"Created July 7, 2020",2020-07-07,US,0,false
268,Volunteer & Service,1800,1800,EUR,2140.92,2140.92,100.0,"Created April 30, 2020",2020-04-30,US,0,false
269,"Medical, Illness & Healing",7985,7985,USD,7985.0,7985.0,100.0,"Created July 25, 2020",2020-07-25,US,63,false
270,"Medical, Illness & Healing",2510,2510,USD,2510.0,2510.0,100.0,"Created September 30, 2020",2020-09-30,US,32,false
271,Business & Entrepreneurs,20,20,USD,20.0,20.0,100.0,"Created May 29, 2020",2020-05-29,US,1,false
272,"Medical, Illness & Healing",10857,15000,EUR,12913.3158,17841.0,72.38,"Created April 12, 2021",2021-04-12,US,237,false
273,"Medical, Illness & Healing",1535,10000,USD,1534.9999999999998,10000.0,15.349999999999998,"Created April 8, 2021",2021-04-08,US,53,false
274,"Medical, Illness & Healing",11713,30000,USD,11713.0,30000.0,39.04333333333334,"Created April 9, 2021",2021-04-09,US,161,false
275,"Medical, Illness & Healing",640,50000,USD,640.0,50000.0,1.28,Created 4 days ago,2021-04-16,US,15,false
276,"Medical, Illness & Healing",16995,20000,EUR,20213.853,23788.0,84.975,"Created July 8, 2020",2020-07-08,US,148,false
277,"Medical, Illness & Healing",5645,15000,USD,5645.0,15000.0,37.63333333333333,"Created April 10, 2021",2021-04-10,US,58,false
278,"Dreams, Hopes & Wishes",6738,6500,USD,6738.0,6499.999999999999,103.66153846153847,"Created September 16, 2020",2020-09-16,US,106,false
279,"Medical, Illness & Healing",991,4000,USD,991.0,4000.0,24.775,"Created September 30, 2020",2020-09-30,US,42,false
280,Accidents & Emergencies,4745,7000,EUR,5643.703,8325.8,67.78571428571429,"Created March 25, 2020",2020-03-25,US,84,false
281,"Medical, Illness & Healing",2156,15000,USD,2156.0,15000.0,14.373333333333333,"Created October 26, 2020",2020-10-26,US,56,false
282,"Medical, Illness & Healing",3222,50000,USD,3222.0,50000.0,6.444,"Created March 28, 2021",2021-03-28,US,60,false
283,Funerals & Memorials,7211,8000,USD,7211.0,8000.0,90.1375,"Created January 10, 2021",2021-01-10,US,80,false
284,"Medical, Illness & Healing",3208,35000,USD,3208.0,35000.0,9.165714285714285,"Created July 6, 2020",2020-07-06,US,50,false
285,"Medical, Illness & Healing",1355,12000,USD,1355.0,12000.0,11.291666666666666,"Created July 13, 2020",2020-07-13,US,38,false
286,Accidents & Emergencies,495,3000,USD,495.0,3000.0,16.5,"Created June 30, 2020",2020-06-30,US,12,false
287,"Medical, Illness & Healing",2029,10000,EUR,2413.2926,11894.0,20.290000000000003,"Created March 24, 2021",2021-03-24,US,44,false
288,"Medical, Illness & Healing",1549,5000,USD,1549.0,5000.0,30.98,"Created May 20, 2020",2020-05-20,US,35,false
289,"Babies, Kids & Family",2091,3500,EUR,2487.0354,4162.9,59.742857142857154,"Created February 9, 2021",2021-02-09,US,51,false
290,"Babies, Kids & Family",1000,1500,USD,1000.0,1500.0,66.66666666666666,"Created August 25, 2020",2020-08-25,US,21,false
291,"Medical, Illness & Healing",1205,5000,USD,1205.0,5000.0,24.099999999999998,"Created April 7, 2021",2021-04-07,US,38,false
292,"Medical, Illness & Healing",520,2500,USD,520.0,2500.0,20.8,"Created March 16, 2021",2021-03-16,US,15,false
293,"Medical, Illness & Healing",8265,10000,EUR,9830.391,11894.0,82.65,"Created September 18, 2020",2020-09-18,US,73,false
294,"Medical, Illness & Healing",2688,10000,USD,2688.0000000000005,10000.0,26.880000000000003,"Created March 17, 2021",2021-03-17,US,65,false
295,"Medical, Illness & Healing",1250,4500,EUR,1486.75,5352.3,27.77777777777778,"Created March 28, 2020",2020-03-28,US,24,false
296,"Babies, Kids & Family",2284,50000,USD,2284.0,50000.0,4.568,"Created July 8, 2020",2020-07-08,US,23,false
297,Other,1070,10000,USD,1070.0,10000.0,10.7,"Created November 27, 2020",2020-11-27,US,21,false
298,"Medical, Illness & Healing",2200,3800,USD,2200.0,3800.0,57.89473684210527,"Created April 1, 2021",2021-04-01,US,53,false
299,"Medical, Illness & Healing",1382,20000,USD,1382.0,20000.0,6.909999999999999,"Created March 23, 2021",2021-03-23,US,25,false
300,Accidents & Emergencies,410,25000,USD,410.0,25000.0,1.6400000000000001,"Created July 10, 2020",2020-07-10,US,11,false
301,"Medical, Illness & Healing",3045,3000,EUR,3621.723,3568.2,101.50000000000001,"Created January 13, 2021",2021-01-13,US,42,false
302,"Medical, Illness & Healing",962,30000,USD,962.0,30000.0,3.2066666666666666,"Created October 10, 2020",2020-10-10,US,25,false
303,"Medical, Illness & Healing",1265,5000,USD,1265.0,5000.0,25.3,"Created October 29, 2020",2020-10-29,US,16,false
304,"Babies, Kids & Family",274,500,USD,274.0,500.0,54.800000000000004,"Created November 15, 2020",2020-11-15,US,13,false
305,"Medical, Illness & Healing",2065,20000,USD,2065.0,20000.0,10.325,"Created June 30, 2020",2020-06-30,US,49,false
306,"Medical, Illness & Healing",1090,10000,USD,1090.0,10000.0,10.9,"Created June 6, 2020",2020-06-06,US,23,false
307,"Medical, Illness & Healing",955,20000,USD,955.0,20000.0,4.775,"Created March 14, 2021",2021-03-14,US,16,false
308,Accidents & Emergencies,400,6000,USD,400.0,6000.0,6.666666666666667,"Created October 10, 2020",2020-10-10,US,10,false
309,"Medical, Illness & Healing",455,5000,USD,455.0,5000.0,9.1,"Created February 21, 2021",2021-02-21,US,8,false
310,"Medical, Illness & Healing",340,5000,USD,340.0,5000.0,6.800000000000001,"Created April 3, 2021",2021-04-03,US,10,false
311,"Medical, Illness & Healing",251,50000,USD,250.99999999999997,50000.0,0.5019999999999999,"Created September 13, 2020",2020-09-13,US,9,false
312,"Medical, Illness & Healing",120,20000,USD,120.0,20000.0,0.6,"Created March 22, 2021",2021-03-22,US,7,false
313,"Medical, Illness & Healing",1005,5000,USD,1005.0,5000.0,20.1,"Created April 5, 2021",2021-04-05,US,18,false
314,"Medical, Illness & Healing",1340,8500,USD,1340.0,8500.0,15.764705882352942,"Created August 19, 2020",2020-08-19,US,32,false
315,"Medical, Illness & Healing",1275,6000,USD,1275.0,6000.0,21.25,"Created March 27, 2021",2021-03-27,US,12,false
316,"Medical, Illness & Healing",165,7000,USD,165.0,7000.0,2.357142857142857,"Created March 15, 2021",2021-03-15,US,7,false
317,"Medical, Illness & Healing",510,5000,USD,510.0,5000.0,10.2,"Created April 7, 2021",2021-04-07,US,6,false
318,"Medical, Illness & Healing",260,15000,USD,260.0,15000.0,1.7333333333333332,"Created March 31, 2021",2021-03-31,US,6,false
319,Accidents & Emergencies,87,8500,USD,87.0,8500.0,1.023529411764706,"Created September 13, 2020",2020-09-13,US,5,false
320,Accidents & Emergencies,70,5000,USD,70.0,5000.0,1.4000000000000001,"Created January 8, 2021",2021-01-08,US,4,false
321,"Medical, Illness & Healing",65,1000,EUR,77.311,1189.4,6.5,"Created June 10, 2020",2020-06-10,US,3,false
322,Accidents & Emergencies,55,1500,USD,55.0,1500.0,3.6666666666666665,"Created September 22, 2020",2020-09-22,US,3,false
323,Education & Learning,70,10000,USD,70.0,10000.0,0.7000000000000001,"Created August 29, 2020",2020-08-29,US,2,false
324,"Medical, Illness & Healing",25,5200,USD,25.0,5200.0,0.4807692307692308,"Created April 13, 2021",2021-04-13,US,2,false
325,"Babies, Kids & Family",15,2000,USD,15.0,2000.0,0.75,"Created March 3, 2021",2021-03-03,US,2,false
326,"Medical, Illness & Healing",15,3000,EUR,17.841,3568.2,0.5000000000000001,"Created April 3, 2021",2021-04-03,US,1,false
327,"Medical, Illness & Healing",7000,7000,EUR,8325.8,8325.8,100.0,"Created August 7, 2020",2020-08-07,US,0,false
328,Accidents & Emergencies,10000,10000,USD,10000.0,10000.0,100.0,"Created April 10, 2021",2021-04-10,US,0,false
329,"Medical, Illness & Healing",3000,3000,EUR,3568.2,3568.2,100.0,"Created April 7, 2021",2021-04-07,US,0,false
330,Animals & Pets,3500,3500,USD,3500.0,3500.0,100.0,"Created April 7, 2021",2021-04-07,US,0,false
331,"Medical, Illness & Healing",5000,5000,USD,5000.0,5000.0,100.0,"Created April 3, 2021",2021-04-03,US,0,false
332,Education & Learning,700,700,USD,700.0,700.0,100.0,"Created February 19, 2021",2021-02-19,US,0,false
333,"Babies, Kids & Family",2500,2500,USD,2500.0,2500.0,100.0,"Created January 3, 2021",2021-01-03,US,0,false
334,"Medical, Illness & Healing",1000,1000,EUR,1189.4,1189.4,100.0,"Created October 29, 2020",2020-10-29,US,0,false
335,"Medical, Illness & Healing",1343,1343,USD,1343.0,1343.0,100.0,"Created February 17, 2021",2021-02-17,US,37,false
336,Accidents & Emergencies,2660,2660,USD,2660.0,2660.0,100.0,"Created September 15, 2020",2020-09-15,US,52,false
337,"Medical, Illness & Healing",11850,15000,USD,11850.0,15000.0,79.0,"Created April 10, 2021",2021-04-10,US,106,false
338,"Medical, Illness & Healing",13170,25000,USD,13170.0,25000.0,52.68000000000001,"Created March 21, 2021",2021-03-21,US,156,false
339,"Medical, Illness & Healing",6102,7500,USD,6102.0,7500.0,81.36,"Created April 13, 2021",2021-04-13,US,84,false
340,"Medical, Illness & Healing",13013,80000,USD,13012.999999999998,80000.0,16.26625,"Created March 31, 2021",2021-03-31,US,202,false
341,"Medical, Illness & Healing",3860,16000,USD,3860.0,16000.0,24.125,"Created April 2, 2020",2020-04-02,US,52,false
342,"Medical, Illness & Healing",44282,60000,USD,44282.0,60000.0,73.80333333333333,"Created May 26, 2020",2020-05-26,US,197,false
343,"Medical, Illness & Healing",5932,11000,USD,5932.0,11000.0,53.92727272727272,"Created April 23, 2020",2020-04-23,US,93,false
344,"Medical, Illness & Healing",4385,10000,USD,4385.0,10000.0,43.85,"Created September 15, 2020",2020-09-15,US,87,false
345,"Medical, Illness & Healing",2665,15000,USD,2665.0,15000.0,17.766666666666666,"Created August 21, 2020",2020-08-21,US,71,false
346,"Medical, Illness & Healing",4480,10000,USD,4480.0,10000.0,44.800000000000004,"Created March 23, 2021",2021-03-23,US,87,false
347,"Medical, Illness & Healing",1993,15000,USD,1993.0,15000.0,13.286666666666665,"Created January 9, 2021",2021-01-09,US,36,false
348,"Medical, Illness & Healing",1740,15000,EUR,2069.556,17841.0,11.600000000000001,"Created March 9, 2021",2021-03-09,US,45,false
349,"Medical, Illness & Healing",22583,33049,USD,22583.000000000004,33049.0,68.33187085842235,"Created January 11, 2021",2021-01-11,US,33,false
350,"Babies, Kids & Family",3425,8000,USD,3425.0,8000.0,42.8125,"Created April 2, 2021",2021-04-02,US,51,false
351,"Medical, Illness & Healing",305,5000,EUR,362.767,5947.0,6.1,"Created July 9, 2020",2020-07-09,US,14,false
352,Accidents & Emergencies,1440,15000,USD,1440.0,15000.0,9.6,"Created August 23, 2020",2020-08-23,US,21,false
353,"Medical, Illness & Healing",4180,27000,SEK,490.49842146803473,3168.291239147593,15.48148148148148,"Created July 7, 2020",2020-07-07,US,15,false
354,"Medical, Illness & Healing",715,10000,USD,715.0,10000.0,7.1499999999999995,"Created January 12, 2021",2021-01-12,US,19,false
355,"Medical, Illness & Healing",430,800,EUR,511.442,951.52,53.75,"Created February 3, 2021",2021-02-03,US,18,false
356,"Missions, Faith & Church",1154,1000,GBP,1601.5210491925698,1387.7998693176514,115.39999999999999,"Created November 7, 2020",2020-11-07,US,38,false
357,"Medical, Illness & Healing",368,5000,USD,368.0,5000.0,7.359999999999999,"Created June 28, 2020",2020-06-28,US,12,false
358,"Medical, Illness & Healing",880,50000,USD,880.0,50000.0,1.76,"Created October 5, 2020",2020-10-05,US,32,false
359,"Medical, Illness & Healing",2110,6000,USD,2110.0,6000.0,35.16666666666667,"Created April 7, 2021",2021-04-07,US,42,false
360,"Medical, Illness & Healing",300,5000,EUR,356.82,5947.0,6.0,"Created April 2, 2021",2021-04-02,US,8,false
361,"Medical, Illness & Healing",695,10000,USD,695.0,10000.0,6.950000000000001,"Created April 8, 2021",2021-04-08,US,10,false
362,"Medical, Illness & Healing",895,3000,USD,895.0,3000.0,29.833333333333336,"Created March 30, 2021",2021-03-30,US,17,false
363,"Medical, Illness & Healing",305,5000,USD,305.0,5000.0,6.1,"Created May 9, 2020",2020-05-09,US,10,false
364,"Babies, Kids & Family",1965,5000,USD,1965.0,5000.0,39.300000000000004,"Created October 26, 2020",2020-10-26,US,17,false
365,"Medical, Illness & Healing",781,2000,USD,781.0,2000.0,39.050000000000004,"Created April 2, 2021",2021-04-02,US,22,false
366,"Medical, Illness & Healing",935,5000,USD,935.0,5000.0,18.7,"Created October 5, 2020",2020-10-05,US,19,false
367,"Medical, Illness & Healing",773,10000,USD,773.0000000000001,10000.0,7.73,"Created January 20, 2021",2021-01-20,US,19,false
368,"Medical, Illness & Healing",180,10000,USD,180.0,10000.0,1.7999999999999998,"Created April 9, 2021",2021-04-09,US,6,false
369,"Medical, Illness & Healing",175,1200,USD,175.0,1200.0,14.583333333333334,"Created October 27, 2020",2020-10-27,US,6,false
370,Accidents & Emergencies,450,3000,USD,450.0,3000.0,15.0,"Created October 20, 2020",2020-10-20,US,5,false
371,Education & Learning,128,10000,GBP,177.63838327265935,13877.998693176512,1.2799999999999998,"Created March 29, 2021",2021-03-29,US,5,false
372,Community & Neighbors,125,1000,USD,125.0,1000.0,12.5,"Created May 6, 2020",2020-05-06,US,5,false
373,"Medical, Illness & Healing",235,10000,USD,235.0,10000.0,2.35,Created 1 day ago,2021-04-19,US,4,false
374,"Medical, Illness & Healing",70,2500,EUR,83.258,2973.5,2.8,"Created May 23, 2020",2020-05-23,US,2,false
375,"Babies, Kids & Family",55,10000,USD,55.0,10000.0,0.5499999999999999,"Created July 13, 2020",2020-07-13,US,2,false
376,"Medical, Illness & Healing",50,2500,USD,50.0,2500.0,2.0,"Created April 7, 2021",2021-04-07,US,2,false
